DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADCITY,ADSTATE,ADZIP5,WEBURL,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4
HSC,MANTORVILLE RESTORATION ASSOCIATION,MANTORVILLE RESTORATION ASSOCIATION,PO BOX 311,MANTORVILLE,MN,55955,NA,-92.74338,44.07611,4,4,4
HSC,HENNING MILITARY PARK,HENNING MILITARY PARK INC,46243 BRANDBORG CREEK RD,HENNING,MN,56551,NA,-95.44863,46.31832,4,4,4
HSC,SERBIAN SISTERS - LIKA,SERBIAN SISTERS - LIKA,PO BOX 455,IRONTON,MN,56455,HTTPS://WWW.FACEBOOK.COM/SERBIAN.SISTERS.LIKA,-93.24101,45.01673,4,4,1
HSC,TWIN BROOKS THRESHING SHOW,TWIN BROOKS THRESHING SHOW,1085 340TH ST,BELLINGHAM,MN,56212,NA,-96.44154,45.15334,4,4,4
HSC,FITZGERALD IN SAINT PAUL,FITZGERALD IN SAINT PAUL,950 HOYT AVENUE WEST,SAINT PAUL,MN,55117,NA,-93.14131,44.98821,4,4,1
HSC,RECONNECTING AMERICA,RECONNECTING AMERICA,570 ASBURY ST STE 207,SAINT PAUL,MN,55104,HTTP://WWW.RECONNECTINGAMERICA.ORG,-93.16524,44.95834,4,4,1
HSC,ISLE ROYALE FAMILIES & FRIENDS ASSOCIATION,ISLE ROYALE FAMILIES & FRIENDS ASSOCIATION,1711 STUART CT,DULUTH,MN,55803,NA,-92.07674,46.82249,4,4,1
HSC,PARKTACULAR,PARKTACULAR,3700 MONTEREY DR,ST LOUIS PARK,MN,55416,NA,-93.34211,44.93611,4,4,2
HSC,CLAN STEWART SOCIETY IN AMERICA,THE CLAN STEWART SOCIETY IN AMERICA INCORPORATED,PO BOX 385488,BLOOMINGTON,MN,55438,NA,-93.37901,44.8246,4,4,1
HSC,MINNESOTA CITY HISTORICAL ASSOCIATION,MINNESOTA CITY HISTORICAL ASSOCIATION,PO BOX 21,MINNESOTA CITY,MN,55959,HTTP://WWW.MINNESOTACITY.ORG/?Q=NODE/3,-91.75074,44.08845,4,4,4
HSC,FARMINGTON AREA VETERANS MEMORIAL,FARMINGTON AREA VETERANS MEMORIAL,PO BOX 61,FARMINGTON,MN,55024,HTTP://WWW.FARMINGTONVETSMEMORIAL.COM/,-93.15744,44.65782,4,4,2
HSC,GREAT NORTHERN OLIVER COLLECTORS,GREAT NORTHERN OLIVER COLLECTORS,75146 160TH AVE,HAYFIELD,MN,55940,NA,-92.9249,43.86284,4,4,4
HSC,ROSEMOUNT VETERANS MEMORIAL WALK,ROSEMOUNT VETERANS MEMORIAL WALK,14450 SO ROBERT TRL STE 203,ROSEMOUNT,MN,55068,HTTP://WWW.RSMT-MEMORIAL-WALK.COM/,-93.12605,44.74068,4,4,2
HSC,VETERANS WALK OF FLAGS,VETERANS WALK OF FLAGS INC,PO BOX 721,FERGUS FALLS,MN,56538,NA,-96.0748,46.28279,4,4,3
HSC,HARMS WAY 4 KIDS,HARMS WAY 4 KIDS,5041 CAMPANARO LANE,WHITE BEAR LAKE,MN,55110,NA,-93.02378,45.09254,4,4,2
HSC,NUMEDALSLAGEN LAG OF AMERICA,NUMEDALSLAGEN LAG OF AMERICA INC,25589 ANNA LAKE RD,UNDERWOOD,MN,56586,HTTP://WWW.NUMEDALSLAGENLAG.ORG/,-95.85239,46.33315,4,4,4
HSC,POTATO LAKE ASSOCIATION,POTATO LAKE ASSOCIATION,2951 124TH CIRCLE NE,BLAINE,MN,55449,NA,-93.18389,45.201,4,4,2
HSC,IRISH GENEALOGICAL SOCIETY INTERNATIONAL,IRISH GENEALOGICAL SOCIETY INTERNATIONAL,1185 CONCORD STREET NORTH,SOUTH SAINT PAUL,MN,55075,NA,-93.05142,44.91013,4,4,2
HSC,FAIRFAX DEPOT HISTORICAL PRESERVATION,FAIRFAX DEPOT HISTORICAL PRESERVATION,200 SOUTH PARK STREET,FAIRFAX,MN,55332,NA,-94.7206,44.53172,4,4,4
HSC,LUVERNE INITIATIVES FOR TOMORROW,LUVERNE INITIATIVES FOR TOMORROW,213 EAST LUVERNE STREET,LUVERNE,MN,56156,NA,-96.20666,43.6563,4,4,3
HSC,VOYAGEURS NATIONAL PARK,VOYAGEURS NATIONAL PARK,360 HIGHWAY 11 EAST,INTERNATIONAL FALLS,MN,56649,NA,-93.40222,48.602290000000004,4,4,3
HSC,PIPESTONE NATIONAL MONUMENT,PIPESTONE NATIONAL MONUMENT,36 NORTH RESERVATION AVE,PIPESTONE,MN,56164,NA,-96.32105,44.00931,4,4,4
HSC,PHILADELPHIA HISTORICAL MUSEUM,PHILADELPHIA HISTORICAL MUSEUM,303 WATER AVE S,PHILADELPHIA,MS,39350,HTTP://WWW.NESHOBACOUNTY.NET/INDEX.PHP,-89.11459,32.76761,3,5,3
HSC,ROWAN OAK HOME OF WILLIAM FAULKNER,ROWAN OAK HOME OF WILLIAM FAULKNER,UNIVERSITY OF MISSISSIPPI; ENGLISH DEPART,UNIVERSITY,MS,38677,HTTP://WWW.ROWANOAK.COM/,-89.53624,34.36897,3,5,3
HSC,PLEASANT REED HOUSE,PLEASANT REED HOUSE,386 BEACH BLVD,BILOXI,MS,39530,NA,-88.86992,30.39294,3,5,1
HSC,MARSHALL COUNTY HISTORICAL MUSEUM,MARSHALL COUNTY HISTORICAL MUSEUM SOCIETY,220 E COLLEGE AVE,HOLLY SPRINGS,MS,38635,NA,-89.39768,34.74394,3,5,4
HSC,MISSISSIPPI STATE HISTORICAL MUSEUM,MISSISSIPPI STATE HISTORICAL MUSEUM,100 S STATE ST,JACKSON,MS,39205,HTTP://MDAH.STATE.MS.US/NEW/,-90.18055,32.29821,3,5,1
HSC,HISTORIC COSTUME COLLECTION,HISTORIC COSTUME COLLECTION,DEPT OF HOME EC MS STATE UNIVERSITY,MISSISSIPPI STATE,MS,39762,NA,-88.7844,33.45652,3,5,4
HSC,GRAND OPERA HOUSE OF MISSISSIPPI,GRAND OPERA HOUSE OF MISSISSIPPI INC,2318 12TH ST,MERIDIAN,MS,39302,NA,-88.70155,32.36891,3,5,3
HSC,HATTIESBURG AREA HISTORICAL SOCIETY MUSEUM,HATTIESBURG AREA HISTORICAL SOCIETY MUSEUM,723 N MAIN ST,HATTIESBURG,MS,39401,HTTP://WWW.HAHSMUSEUM.ORG,-89.29203,31.32807,3,5,1
HSC,GOVERNOR'S MANSION,GOVERNORS MANSION FOUNDATION INC,300 EAST CAPITOL STREET,JACKSON,MS,39201,HTTP://MDAH.STATE.MS.US/NEW/,-90.18252,32.30432,3,5,1
HSC,FAULKNER HOME,FAULKNER HOME,OLD TAYLOR RD,OXFORD,MS,38655,HTTP://WWW.ROWANOAK.COM/,-89.52193,34.36016,3,5,3
HSC,DOLL HOUSE,DOLL HOUSE,809 WASHINGTON AVE,OCEAN SPRINGS,MS,39564,NA,-88.82819,30.41388,3,5,2
HSC,NEWTON HISTORICAL CULTURAL COMMISSION,NEWTON HISTORICAL CULTURAL COMMISSION INC,110 PINEWOOD DR,NEWTON,MS,39345,NA,-89.16606,32.30948,3,5,3
HSC,IUKA HERITAGE COMMITTEE,IUKA HERITAGE COMMITTEE,119 E FRONT STREET,IUKA,MS,38852,HTTP://WWW.IUKAFESTIVAL.COM,-88.19047,34.81137,3,5,4
HSC,VETERANS OF THE CIVIL RIGHTS MOVEMENT,VETERANS OF THE CIVIL RIGHTS MOVEMENT,PO BOX 20978,JACKSON,MS,39289,HTTP://WWW.MSCIVILRIGHTSVETERANS.COM/,-90.27653,32.38545,3,5,4
HSC,WATER VALLEY MAIN STREET ASSOCIATION,WATER VALLEY MAIN STREETASSOCIATION INC,207 MAIN ST,WATER VALLEY,MS,38965,NA,-89.63186,34.14277,3,5,4
HSC,PILGRIMAGE HISTORICAL ASSOCIATION,PILGRIMAGE HISTORICAL ASSOCIATION,PO BOX 347,NATCHEZ,MS,39121,NA,-91.40013,31.56216,3,5,3
HSC,OSYKA VETERANS PARK,OSYKA VETERANS PARK INC,PO BOX 402,OSYKA,MS,39657,HTTP://OSYKAVETERANSPARK.COM/,-90.43341,31.02226,3,5,4
HSC,SOUTHERN HISTORICAL & RESTORATION NETWORK,SOUTHERN HISTORICAL & RESTORATION NETWORK,493 SELLERS ROAD,MOSELLE,MS,39459,NA,-89.27315,31.48164,3,5,4
HSC,HOLLOWAY-POLK HOUSE HISTORICAL AND CULTURAL CENTER,HOLLOWAY-POLK HOUSE HISTORICAL AND CULTURAL CENTER,6162 HWY 84E POB 712,PRENTISS,MS,39474,NA,-89.85475,31.61661,3,5,4
HSC,COTESWORTH CULTURE AND HERITAGE CENTER,COTESWORTH CULTURE AND HERITAGE CENTER,213 COLONIAL RD,OXFORD,MS,38655,NA,-89.96727,33.56329,3,5,4
HSC,HILDA HOFFMAN MEMORIAL ARCHIVE,HILDA HOFFMAN MEMORIAL ARCHIVE,301 WILLIAMS AVE,PICAYUNE,MS,39466,HTTP://HILDAHOFFMANNARCHIVE.ORG,-89.68292,30.52742,3,5,3
HSC,PORT GIBSON HERITAGE TRUST,PORT GIBSON HERITAGE TRUST INC,PO BOX 751,PORT GIBSON,MS,39150,NA,-90.97758,31.94822,3,5,4
HSC,KEMPER COUNTY HISTORICAL ASSOCIATION,KEMPER COUNTY HISTORICAL ASSOCIATION,2709 TOWNSEND RD,DEKALB,MS,39328,NA,-88.62281,32.76493,3,5,4
HSC,HATTIESBURG LANDMARK PRESERVATION,HATTIESBURG LANDMARK PRESERVATION INC,PO BOX 150,HATTIESBURG,MS,39403,NA,-89.27896,31.32236,3,5,1
HSC,MONT HELENA,FRIENDS OF MONT HELENA INC,354 EAST RACE STREET,ROLLING FORK,MS,39159,HTTP://WWW.MONTHELENA.COM,-90.87287,32.90617,3,5,4
HSC,HISTORICAL SOCIETY OF GULFPORT,HISTORICAL SOCIETY OF GULFPORT,PO BOX 662,GULFPORT,MS,39502,HTTP://WWW.HISTORICALSOCIETYOFGULFPORT.ORG/,-89.09214,30.36695,3,5,1
HSC,MISSISSIPPI HERITAGE TRUST,MISSISSIPPI HERITAGE TRUST,PO BOX 577,JACKSON,MS,39205,HTTP://WWW.MISSISSIPPIHERITAGE.COM/,-90.18252,32.30432,3,5,1
HSC,HUNDRED MEMBERS DEBATING BENEVOLENT ASSOCIATION,HUNDRED MEMBERS DEBATING BENEVOLENT ASSOCIATION,303 UNION STREET,BAY SAINT LOUIS,MS,39520,HTTP://WWW.100MENHALL.ORG/ABOUT-US/HISTORY-OF-BENEVOLENT-ASSOCIATIONS/,-89.33507,30.3097,3,5,2
HSC,PRESERVATION SOCIETY OF ELLICOTT HILL,PRESERVATION SOCIETY OF ELLICOTT HILL,215 S PEARL ST,NATCHEZ,MS,39120,NA,-91.4048,31.55841,3,5,3
HSC,YAZOO HISTORICAL MUSEUM,YAZOO HISTORICAL SOCIETY,332 N MAIN STREET332 N,YAZOO CITY,MS,39194,NA,-90.40701,32.84818,3,5,3
HSC,JACKSON MISSISSIPPI ASSOCIATION FOR THE PRESERVATION OF SMITH ROBE,JACKSON MISSISSIPPI ASSOC FOR THE PRESERVATION OF SMITH ROB,PO BOX 3259,JACKSON,MS,39207,NA,-90.19859,32.30619,3,5,1
HSC,HATTIESBURG HISTORIC NEIGHBORHOOD,HATTIESBURG HISTORIC NEIGHBORHOOD INC,413 COURT STREET,HATTIESBURG,MS,39401,NA,-89.2893,31.32177,3,5,1
HSC,HISTORIC OCEAN SPRINGS ASSOCIATION,HISTORIC OCEAN SPRINGS ASSOCIATION INC,PO BOX 552,OCEAN SPRINGS,MS,39566,NA,-88.82721,30.41128,3,5,2
HSC,BROOKHAVEN TRUST FOR THE PRESERVATION OF HISTORY CULTURE,BROOKHAVEN TRUST FOR THE PRESERVATION OF HISTORY CULTURE AN,PO BOX 615,BROOKHAVEN,MS,39602,HTTPS://WWW.FACEBOOK.COM/THEBROOKHAVENTRUST,-90.44488,31.57877,3,5,3
HSC,TULLIS-TOLEDANO MANOR,TULLIS-TOLEDANO MANOR,360 BEACH BLVD,BILOXI,MS,39530,NA,-88.86992,30.39294,3,5,1
HSC,NESHOBA COUNTY-PHILADELPHIA HISTORICAL MUSEUM,NESHOBA COUNTY-PHILADELPHIA HISTORICAL MUSEUM INC,252 MAIN ST,PHILADELPHIA,MS,39350,HTTP://WWW.NESHOBA.ORG,-89.11459,32.76761,3,5,3
HSC,HISTORIC CLARKE COUNTY,HISTORIC CLARKE COUNTY INC,PO BOX 172,QUITMAN,MS,39355,HTTP://WWW.CLARKECOUNTYCHAMBER.COM/,-88.72813,32.04502,3,5,4
HSC,TURNERS BATTERY FIRST MS LIGHT ARTILLERY CO C,TURNERS BATTERY FIRST MS LIGHT ARTILLERY CO C,519 CHESTNUT DR,STARKVILLE,MS,39759,NA,-88.82819,33.4485,3,5,3
HSC,SEIGE & BATTLE OF CORINTH,FRIENDS OF THE SEIGE & BATTLE OF CORINTH INC,1009 JACKSON ST,CORINTH,MS,38834,HTTP://WWW.CORINTHFRIENDS.COM/,-88.51998,34.93859,3,5,3
HSC,JONES COUNTY GENEALOGY ORGANIZATION,JONES COUNTY GENEALOGY ORGANIZATION INC,PO BOX 2644,LAUREL,MS,39442,NA,-89.14321,31.69315,3,5,3
HSC,BRICE'S CROSSROADS NATIONAL BATTLEFIELD COMMISSION,BRICES CROSSROADS NATIONAL BATTLEFIELD COMMISSION INC,111 W CLAYTON ST,BALDWYN,MS,38824,HTTP://WWW.NPS.GOV/BRCR/INDEX.HTM,-88.63342,34.50994,3,5,4
HSC,CENTRAL MISSISSIPPI MODEL RAILROADERS ASSOCIATION,CENTRAL MISSISSIPPI MODEL RAILROADERS ASSOCIATION,700 AVIGNON DRIVE SUITE C,RIDGELAND,MS,39216,NA,-90.11078,32.4182,3,5,2
HSC,EAST CLINTON HISTORICAL DIST ASSC,EAST CLINTON HISTORICAL DIST ASSC,311 EAST COLLEGE STREET,CLINTON,MS,39056,NA,-90.32705,32.33726,3,5,2
HSC,IUKA BATTLEFIELD COMMISSION,IUKA BATTLEFIELD COMMISSION INC,PO BOX 600,IUKA,MS,38852,HTTP://WWW.BATTLEOFIUKA.COM/,-88.20267,34.81017,3,5,4
HSC,EUDORA WELTY HOUSE,EUDORA WELTY HOUSE,1119 PINEHURST PL,JACKSON,MS,39205,HTTP://MDAH.STATE.MS.US/NEW/,-90.17013,32.31734,3,5,1
HSC,BEAUVOIR JEFFERSON DAVIS HOME AND PRESIDENTIAL LIBRARY,BEAUVOIR THE JEFFERSON DAVIS HOME & PRESIDENTIAL LIBRARY,2244 BEACH BLVD,BILOXI,MS,39531,HTTP://WWW.BEAUVOIR.ORG,-88.96959,30.39184,3,5,1
HSC,OXFORD-LAFAYETTE HISTORIC HOMES,CEDAR OAKS GUILD,PO BOX 351,OXFORD,MS,38655,NA,-89.54576,34.38109,3,5,3
HSC,IMMANUEL,FRIENDS OF IMMANUEL INC,54 WHITEHEAD DRIVE,WINONA,MS,38967,NA,-89.72825,33.47775,3,5,3
HSC,BUTTS-BRADLEY-WALKER-ROBINSON- KENERSON GENEALOGICAL ASSOCIA,BUTTS-BRADLEY-WALKER-ROBINSON- KENERSON GENEALOGICAL ASSOCI,PO BOX 651,CENTREVILLE,MS,39631,NA,-91.08628,31.07431,3,5,4
HSC,TENNESSEE WILLIAMS TRIBUTE AND TOUR OF VICTORIAN HOMES,TENNESSEE WILLIAMS TRIBUTE AND TOUR OF VICTORIAN HOMES INC,305 7TH ST S,COLUMBUS,MS,39701,HTTP://WWW.MUW.EDU/TENNESSEEWILLIAMS/,-88.43039,33.49467,3,5,3
HSC,NATCHEZ NATIONAL HISTORICAL PARK,NATCHEZ NATIONAL HISTORICAL PARK,640 SOUTH CANAL STREET BOX E,NATCHEZ,MS,39120,NA,-91.35837,31.54764,3,5,4
HSC,NATCHEZ TRACE PARKWAY,NATCHEZ TRACE PARKWAY,2680 NATCHEZ TRACE PARKWAY,TUPELO,MS,38804,NA,-88.75418,34.30699,3,5,4
HSC,VICKSBURG NATIONAL MILITARY PARK,VICKSBURG NATIONAL MILITARY PARK,3201 CLAY STREET,VICKSBURG,MS,39183,NA,-90.85435,32.3446,3,5,3
HSC,VAILE MANSION,VAILE MANSION,1500 N LIBERTY ST,INDEPENDENCE,MO,64050,HTTP://WWW.VAILEMANSION.ORG,-94.4165,39.10707,4,4,2
HSC,SCOTT JOPLIN HOUSE STATE HISTORIC SITE,SCOTT JOPLIN HOUSE STATE HISTORIC SITE,2658 DELMAR BLVD,SAINT LOUIS,MO,63103,HTTP://MOSTATEPARKS.COM/PARK/SCOTT-JOPLIN-HOUSE-STATE-HISTORIC-SITE,-90.21352,38.63683,4,4,1
HSC,SAMUEL CUPPLES HOUSE,SAMUEL CUPPLES HOUSE,3673 W POINT BLVD,SAINT LOUIS,MO,63108,HTTP://WWW.SLU.EDU/X72681.XML,-90.2555,38.64362,4,4,1
HSC,PAINE-GENTRY HOUSE,PAINE-GENTRY HOUSE,4211 FEE FEE RD,BRIDGETON,MO,63044,NA,-90.40018,38.74501,4,4,2
HSC,RUSSELL AND RUTH GOETZ KRAUS HOUSE,RUSSELL AND RUTH GOETZ KRAUS HOUSE,120 N BALLAS RD,KIRKWOOD,MO,63122,HTTP://WWW.EBSWORTHPARK.ORG,-90.44044,38.58019,4,4,2
HSC,MASTODON STATE HISTORIC SITE,MASTODON STATE HISTORIC SITE,1050 MUSEUM DRIVE,IMPERIAL,MO,63052,HTTP://MOSTATEPARKS.COM/PARK/MASTODON-STATE-HISTORIC-SITE,-90.38399,38.38046,4,4,2
HSC,MISSOURI MINES STATE HISTORIC SITE,MISSOURI MINES STATE HISTORIC SITE,75 ROUTE 32,PARK HILLS,MO,63601,NA,-90.52456,37.85017,4,4,3
HSC,LEXINGTON HISTORICAL MUSEUM,LEXINGTON HISTORICAL MUSEUM,112 S BUSINESS HIGHWAY 13,LEXINGTON,MO,64067,HTTP://WWW.LEXINGTONMUSEUM.ORG,-93.868,39.17529,4,4,3
HSC,HISTORIC GARMENT DIST MUSEUM,HISTORIC GARMENT DIST MUSEUM,114 W 11TH ST,KANSAS CITY,MO,64105,HTTP://WWW.KCGARMENTMUSEUM.ORG/,-94.58811,39.1047,4,4,1
HSC,GERMAN SCHOOL MUSEUM - HISTORIC HERMANN,HISTORIC HERMANN INC,312 SCHILLER STREET,HERMANN,MO,65041,HTTP://WWW.HISTORICHERMANN.COM/,-91.46275,38.6637,4,4,4
HSC,COUNTY OF CLAY HISTORIC SITES JESSE JAMES BANK MUSEUM HISTORIC S,COUNTY OF CLAY HISTORIC SITES JESSE JAMES BANK MUSEUM HISTORIC S,103 N WATER ST,LIBERTY,MO,64068,NA,-94.4193,39.24776,4,4,2
HSC,CHATILLON-DEMENIL MANSION,CHATILLON-DEMENIL MANSION,3352 DEMENIL PL,ST LOUIS,MO,63118,NA,-90.21607,38.59294,4,4,1
HSC,CHARITON COUNTY HISTORICAL SOCIETY MUSEUM,CHARITON COUNTY HISTORICAL SOCIETY MUSEUM,115 EAST SECOND ST,SALISBURY,MO,65281,HTTP://CHARITONCOUNTYMUSEUM.ORG/,-92.80003,39.42369,4,4,4
HSC,DEUTSCHHEIM STATE HISTORIC SITE,DEUTSCHHEIM STATE HISTORIC SITE,109 WEST 2ND STREET,HERMANN,MO,65041,HTTP://WWW.HISTORICITHACA.ORG/,-91.46275,38.6637,4,4,4
HSC,COLE COUNTY HISTORICAL MUSEUM,COLE COUNTY HISTORICAL SOCIETY,109 MADISON STREET,JEFFERSON CITY,MO,65101,HTTP://WWW.COLECOHISTSOC.ORG/,-92.16896,38.57781,4,4,1
HSC,BISSELL HOUSE,BISSELL HOUSE,10225 BELLEFONTAINE RD,SAINT LOUIS,MO,63137,NA,-90.22292,38.75541,4,4,2
HSC,ANHEUSER HOUSE,ANHEUSER HOUSE,6000 WINDSOR HARBOR LN,IMPERIAL,MO,63052,NA,-90.36105,38.36023,4,4,2
HSC,ANNA BELL CHAPEL AME CHURCH,ANNA BELL CHAPEL AME CHURCH,225 SELMA STREET,NEW HAVEN,MO,63068,NA,-91.2183,38.61582,4,4,4
HSC,BOTHWELL LODGE STATE HISTORIC SITE,BOTHWELL LODGE STATE HISTORIC SITE,RT 4,SEDALIA,MO,65301,HTTP://MOSTATEPARKS.COM/,-93.22297,38.79517,4,4,4
HSC,BATTLE OF LEXINGTON STATE HISTORIC SITE,BATTLE OF LEXINGTON STATE HISTORIC SITE,PO BOX 176,LEXINGTON,MO,64067,HTTP://MOSTATEPARKS.COM/PARK/BATTLE-LEXINGTON-STATE-HISTORIC-SITE,-93.8809,39.18938,4,4,3
HSC,BUSHMASTERS ROCKIN RACE PLACE,BUSHMASTERS ROCKIN RACE PLACE,2963 EVERGREEN RD,STRAFFORD,MO,65757,HTTP://WWW.BUSHMASTERSPLACE.COM/,-93.03048,37.29036,4,4,4
HSC,PONY EXPRESS MUSEUM,PONY EXPRESS MUSEUM,914 PENN ST,SAINT JOSEPH,MO,64053,HTTP://PONYEXPRESS.ORG/,-94.84912,39.7562,4,4,1
HSC,JEFFERSON COUNTY MISSOURI VETERANS WALL OF HONOR,JEFFERSON COUNTY MISSOURI VETERANS WALL OF HONOR,584 W ORCHARD DRIVE,HILLSBORO,MO,63019,NA,-90.35092,38.14422,4,4,4
HSC,HISTORIC LIBERTY,HISTORIC LIBERTY INC,5 EAST KANSAS - SUITE 200,LIBERTY,MO,64068,HTTP://WWW.HISTORICLIBERTY.ORG,-94.42029,39.24601,4,4,2
HSC,SPEC- OPS PLAZA,SPEC- OPS PLAZA INC,PO BOX 566,JACKSON,MO,63755,HTTP://WWW.CONCEALEDCARRY2003.COM/,-89.6935,37.41619,4,4,4
HSC,MUSEUM HILL MANSION,FRIENDS OF THE MUSEUM HILL MANSION INC,503 N 5TH STREET,ST JOSEPH,MO,64501,NA,-94.85408,39.76992,4,4,1
HSC,KATY BRIDGE,SAVE THE KATY BRIDGE COALITION INC,213 MAIN ST,BOONVILLE,MO,65233,NA,-92.73837,38.9475,4,4,3
HSC,HISTORIC DOWNTOWN LIBERTY,HISTORIC DOWNTOWN LIBERTY INC,111 N WATER ST,LIBERTY,MO,64068,HTTP://WWW.HISTORICDOWNTOWNLIBERTY.ORG/,-94.4193,39.24776,4,4,2
HSC,HILL CUMORAH EXPEDITION TEAM,HILL CUMORAH EXPEDITION TEAM INC,311 N LEE STREET,BUCKNER,MO,64016,HTTP://WWW.HILLCUMORAHEXPEDITIONTEAM.COM/,-94.19082,39.14198,4,4,3
HSC,PLATTE COUNTY STEAM ENGINE SHOW,PLATTE COUNTY STEAM ENGINE SHOW INC,24065 JORDAN RD,DEARBORN,MO,64439,NA,-94.84449,39.52741,4,4,4
HSC,MINERAL CREEK HISTORICAL SOCIETY OF LEETON,MINERAL CREEK HISTORICAL SOCIETY OFLEETON,400 N MAIN,LEETON,MO,64761,NA,-93.69582,38.58697,4,4,4
HSC,EAST PERRY COUNTY CULTURAL ALLIANCE,EAST PERRY COUNTY CULTURAL ALLIANCE,PO BOX 92,ALTENBURG,MO,63732,NA,-89.6495,37.66568,4,4,4
HSC,LEWIS & CLARK HISTORICAL PRESERVATION AND NATURAL RESOURCE,LEWIS & CLARK HISTORICAL PRESERVATION AND NATURAL RESOURCE,11109 SW NORTHSHORE DR,RUSHVILLE,MO,64484,NA,-95.05769,39.54055,4,4,4
HSC,HISTORICAL SOCIETY HENRY COUNTY,HISTORICAL SOCIETY HENRY COUNTY,203 W FRANKLIN ST,CLINTON,MO,64735,HTTP://HENRYCOUNTYMOMUSEUM.ORG,-93.77826,38.37088,4,4,3
HSC,HISTORIC FLORISSANT,HISTORIC FLORISSANT INC,1067 DUNN ROAD,FLORISSANT,MO,63031,HTTP://WWW.HISTORICFLORISSANT.COM,-90.32101,38.77453,4,4,2
HSC,HISTORICAL ASSOCIATION OF GREATER CAPE GIRARDEAU,HISTORICAL ASSOCIATION OF GREATER CAPE GIRARDEAU INC,PO BOX 1982,CPE GIRARDEAU,MO,63702,HTTP://WWW.SEMO.EDU/,-89.53093,37.31484,4,4,1
HSC,LINCOLN COUNTY HISTORICAL AND ARCH,LINCOLN COUNTY HISTORICAL AND ARCHEOLOGICAL SOCIETY,PO BOX 246,TROY,MO,63379,NA,-90.97858,38.98028,4,4,3
HSC,NORMANDY AREA HISTORICAL ASSOCIATION,NORMANDY AREA HISTORICAL ASSOC INC,3035 BELLERIVE DR,BEL NOR,MO,63121,NA,-90.31038,38.7049,4,4,2
HSC,MISSOURI MANSION PRESERVATION,MISSOURI MANSION PRESERVATION,PO BOX 1133,JEFFERSON CTY,MO,65102,HTTP://MISSOURIMANSION.ORG/,-92.17288,38.57719,4,4,1
HSC,WHEATON HISTORICAL SOCIETY AND WHEATON DEPOT MUSEUM,WHEATON HISTORICAL SOCIETY AND WHEATON DEPOT MUSEUM,PO BOX 385,WHEATON,MO,64874,NA,-94.05656,36.76536,4,4,4
HSC,BETHEL SCHOOL HISTORICAL ASSOCIATION,BETHEL SCHOOL HISTORICAL ASSOC,3302 SUNNYSIDE DRIVE,ST JOSEPH,MO,64503,NA,-94.81245,39.73719,4,4,1
HSC,IRON SHARPENS IRON,IRON SHARPENS IRON INC,31410 W 208TH,LAWSON,MO,64062,NA,-94.19527,39.46921,4,4,4
HSC,LINN COUNTY HISTORICAL SOCIETY-MUSEUM,LINN COUNTY HISTORICAL SOCIETY-MUSEUM,PO BOX 394,BROOKFIELD,MO,64628,NA,-93.06548,39.78831,4,4,3
HSC,LIFES BIG PICTURE,LIFES BIG PICTURE,23 NORTH OAKS PLAZA SUITE 238,ST LOUIS,MO,63121,NA,-90.29216,38.70195,4,4,2
HSC,HISTORIC RIVERBOAT PRESERVATION ASSOCIATION,HISTORIC RIVERBOAT PRESERVATION ASSOCIATION,129 HAVEN ST,SAINT LOUIS,MO,63111,NA,-90.39388,38.57862,4,4,2
HSC,THOMPSON HOUSE,FRIENDS OF THE THOMPSON HOUSE INC,351 NW 28TH AVENUE,TRENTON,MO,64683,NA,-93.64683,40.13144,4,4,4
HSC,SAINT ROBERT HISTORICAL PRESERVATION COMMMITEE,SAINT ROBERT HISTORICAL PRESERVATION COMMMITEE,PO BOX 2835,FORT LEONARD WOOD,MO,65473,NA,-92.13145,37.79061,4,4,3
HSC,GABRIELLAS GARDEN,GABRIELLAS GARDEN,610 SUNSHINE DR,RICHMOND,MO,64085,NA,-93.94885,39.2713,4,4,4
HSC,HEROES WAY,HEROES WAY INC,PO BOX 22,GORDONVILLE,MO,63752,HTTP://WWW.HEROESWAY.ORG/,-89.66681,37.31221,4,4,4
HSC,MIDWEST COIN SHOOTERS & HISTORICAL CLUB,MIDWEST COIN SHOOTERS & HISTORICAL CLUB,12683 SHEPHERD DRIVE,FLORISSANT,MO,63033,HTTP://MIDWESTCOINSHOOTERS.COM/,-90.27897,38.79063,4,4,2
HSC,SWEDISH AMERICA HERITAGE ONLINE,SWEDISH AMERICA HERITAGE ONLINE,845 COUNTY ROAD 2470,SALEM,MO,65560,NA,-91.60923,37.66279,4,4,4
HSC,MISSOURI VETERANS HISTORY PROJECT,MISSOURI VETERANS HISTORY PROJECT INC,1400 FORUM BLVD STE 38 BOX 461,COLUMBIA,MO,65203,NA,-92.36066,38.93589,4,4,1
HSC,BALLWIN HISTORICAL COMMISSION,BALLWIN HISTORICAL COMMISSION,14811 MANCHESTER ROAD,BALLWIN,MO,63011,HTTP://WWW.BALLWIN.MO.US/,-90.53911,38.59308,4,4,2
HSC,FACES OF FREEDOM FIGHTERS,FACES OF FREEDOM FIGHTERS,6623 BANDSTAND LN,CEDAR HILL,MO,63016,NA,-90.65406,38.35428,4,4,2
